,team_long_name,team_id,season,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayDribblingClass,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass,field players rating,gk rating
426,Roda JC Kerkrade,9803.0,2015/2016,43,Balanced,Normal,44,Mixed,Organised,59,Normal,45,Normal,42,Normal,Organised,39,Medium,37,Press,42,Normal,Cover,66.58181818181818,68.0
427,FC Twente,8611.0,2015/2016,48,Balanced,Normal,43,Mixed,Organised,43,Normal,58,Normal,39,Normal,Organised,44,Medium,41,Press,55,Normal,Cover,68.94615384615385,66.53846153846153
428,Willem II,8525.0,2015/2016,51,Balanced,Normal,63,Mixed,Organised,48,Normal,53,Normal,52,Normal,Organised,43,Medium,45,Press,47,Normal,Cover,68.4375,69.0
429,Ajax,8593.0,2011/2012,31,Slow,Little,33,Short,Organised,39,Normal,64,Normal,46,Normal,Free Form,68,High,65,Press,60,Normal,Cover,73.46666666666667,73.0
430,Ajax,8593.0,2015/2016,35,Balanced,Normal,39,Mixed,Organised,58,Normal,55,Normal,30,Little,Free Form,64,Medium,53,Press,59,Normal,Cover,75.5125,81.0
431,N.E.C.,8464.0,2015/2016,49,Balanced,Normal,59,Mixed,Organised,52,Normal,49,Normal,55,Normal,Organised,40,Medium,48,Press,53,Normal,Cover,67.68354430379746,66.5
432,De Graafschap,8526.0,2015/2016,37,Balanced,Little,41,Mixed,Organised,47,Normal,40,Normal,63,Normal,Organised,52,Medium,43,Press,41,Normal,Cover,65.54545454545455,66.0
433,FC Utrecht,9908.0,2015/2016,50,Balanced,Normal,54,Mixed,Organised,55,Normal,64,Normal,28,Little,Organised,54,Medium,58,Press,47,Normal,Cover,69.12857142857143,71.21428571428571
434,PSV,8640.0,2011/2012,33,Slow,Little,42,Mixed,Organised,40,Normal,55,Normal,48,Normal,Organised,43,Medium,30,Contain,48,Normal,Cover,75.6,77.0
435,PSV,8640.0,2015/2016,67,Fast,Normal,43,Mixed,Organised,53,Normal,44,Normal,28,Little,Organised,40,Medium,40,Press,48,Normal,Cover,76.45,78.0
436,Heracles Almelo,9791.0,2015/2016,50,Balanced,Normal,61,Mixed,Organised,48,Normal,58,Normal,59,Normal,Organised,60,Medium,62,Press,47,Normal,Cover,68.71538461538462,69.0
437,Feyenoord,10235.0,2011/2012,38,Balanced,Little,34,Mixed,Organised,60,Normal,44,Normal,50,Normal,Organised,43,Medium,43,Press,54,Normal,Cover,69.4,68.0
438,Feyenoord,10235.0,2015/2016,50,Balanced,Little,48,Mixed,Organised,48,Normal,67,Lots,31,Little,Organised,43,Medium,46,Press,40,Normal,Cover,74.45333333333333,78.0
439,ADO Den Haag,10217.0,2015/2016,56,Balanced,Normal,66,Mixed,Organised,55,Normal,52,Normal,38,Normal,Organised,40,Medium,50,Press,52,Normal,Cover,69.4,71.0
440,SC Heerenveen,10228.0,2015/2016,54,Balanced,Normal,56,Mixed,Organised,65,Normal,43,Normal,44,Normal,Organised,46,Medium,44,Press,48,Normal,Cover,69.94017094017094,74.0
441,AZ,10229.0,2015/2016,50,Balanced,Normal,58,Mixed,Organised,67,Risky,56,Normal,50,Normal,Organised,50,Medium,61,Press,55,Normal,Cover,71.08,68.0
442,Excelsior,10218.0,2015/2016,53,Balanced,Normal,69,Long,Organised,48,Normal,45,Normal,43,Normal,Organised,29,Deep,41,Press,36,Normal,Cover,67.17333333333333,64.53333333333333
443,PEC Zwolle,6413.0,2015/2016,45,Balanced,Normal,56,Mixed,Organised,57,Normal,50,Normal,58,Normal,Organised,58,Medium,60,Press,63,Normal,Cover,68.84545454545454,66.45454545454545
444,SC Cambuur,7788.0,2015/2016,43,Balanced,Normal,57,Mixed,Organised,46,Normal,50,Normal,38,Normal,Organised,42,Medium,49,Press,47,Normal,Cover,65.90833333333333,64.66666666666667
445,Valencia CF,10267.0,2008/2009,30,Slow,Little,30,Short,Free Form,55,Normal,60,Normal,70,Lots,Organised,55,Medium,60,Press,60,Normal,Offside Trap,80.35955056179775,74.88888888888889
446,Valencia CF,10267.0,2009/2010,30,Slow,Little,30,Short,Free Form,55,Normal,60,Normal,70,Lots,Organised,55,Medium,60,Press,60,Normal,Offside Trap,80.4,76.875
447,Valencia CF,10267.0,2010/2011,41,Balanced,Little,40,Mixed,Organised,56,Normal,55,Normal,64,Normal,Free Form,40,Medium,48,Press,54,Normal,Cover,78.6,78.0
448,Valencia CF,10267.0,2011/2012,20,Slow,Little,35,Mixed,Organised,38,Normal,56,Normal,55,Normal,Organised,51,Medium,38,Press,59,Normal,Cover,77.7,79.4
449,Valencia CF,10267.0,2014/2015,30,Slow,Normal,35,Mixed,Organised,38,Normal,56,Normal,55,Normal,Organised,51,Medium,38,Press,59,Normal,Cover,78.60909090909091,82.0
450,Valencia CF,10267.0,2015/2016,35,Balanced,Normal,35,Mixed,Organised,37,Normal,51,Normal,58,Normal,Organised,49,Medium,45,Press,53,Normal,Cover,79.05333333333333,76.66666666666667
451,RCD Mallorca,8661.0,2008/2009,40,Balanced,Little,40,Mixed,Organised,50,Normal,40,Normal,50,Normal,Free Form,45,Medium,40,Press,45,Normal,Offside Trap,74.4,75.6
452,RCD Mallorca,8661.0,2009/2010,40,Balanced,Little,40,Mixed,Organised,50,Normal,40,Normal,50,Normal,Free Form,45,Medium,40,Press,45,Normal,Offside Trap,75.35955056179775,78.0
453,RCD Mallorca,8661.0,2010/2011,53,Balanced,Little,52,Mixed,Organised,55,Normal,52,Normal,53,Normal,Free Form,47,Medium,48,Press,55,Normal,Cover,74.02631578947368,78.0
454,RCD Mallorca,8661.0,2011/2012,58,Balanced,Little,57,Mixed,Organised,53,Normal,57,Normal,53,Normal,Organised,59,Medium,41,Press,56,Normal,Cover,71.6,77.0
455,CA Osasuna,8371.0,2008/2009,35,Balanced,Little,35,Mixed,Organised,45,Normal,65,Normal,55,Normal,Free Form,30,Deep,65,Press,55,Normal,Cover,69.85,65.0
456,CA Osasuna,8371.0,2009/2010,35,Balanced,Little,35,Mixed,Organised,45,Normal,65,Normal,55,Normal,Free Form,30,Deep,65,Press,55,Normal,Cover,74.55172413793103,75.0
457,CA Osasuna,8371.0,2010/2011,55,Balanced,Little,54,Mixed,Organised,56,Normal,69,Lots,68,Lots,Free Form,48,Medium,61,Press,68,Wide,Cover,74.01666666666667,75.0
458,CA Osasuna,8371.0,2011/2012,34,Balanced,Little,52,Mixed,Organised,55,Normal,59,Normal,54,Normal,Organised,47,Medium,52,Press,69,Wide,Cover,71.9,72.75
459,Villarreal CF,10205.0,2008/2009,64,Balanced,Little,30,Short,Free Form,55,Normal,35,Normal,70,Lots,Free Form,65,Medium,30,Contain,70,Wide,Offside Trap,78.4,83.0
460,Villarreal CF,10205.0,2009/2010,64,Balanced,Little,30,Short,Free Form,55,Normal,35,Normal,70,Lots,Free Form,65,Medium,30,Contain,70,Wide,Offside Trap,78.1,84.0
461,Villarreal CF,10205.0,2010/2011,42,Balanced,Little,41,Mixed,Free Form,53,Normal,38,Normal,70,Lots,Free Form,50,Medium,48,Press,54,Normal,Cover,77.98333333333333,83.0
462,Villarreal CF,10205.0,2011/2012,20,Slow,Little,26,Short,Organised,43,Normal,57,Normal,58,Normal,Organised,51,Medium,51,Press,56,Normal,Cover,76.2,81.66666666666667
463,Villarreal CF,10205.0,2014/2015,35,Balanced,Normal,35,Mixed,Organised,43,Normal,57,Normal,58,Normal,Organised,51,Medium,51,Press,56,Normal,Cover,75.04545454545455,79.0
464,Villarreal CF,10205.0,2015/2016,48,Balanced,Normal,36,Mixed,Free Form,36,Normal,52,Normal,55,Normal,Free Form,47,Medium,48,Press,44,Normal,Cover,78.01818181818182,78.27272727272727
465,RC Deportivo de La Coruña,9783.0,2008/2009,30,Slow,Little,30,Short,Organised,30,Safe,45,Normal,65,Normal,Organised,35,Medium,35,Press,45,Normal,Offside Trap,74.3,73.6
466,RC Deportivo de La Coruña,9783.0,2009/2010,30,Slow,Little,30,Short,Organised,30,Safe,45,Normal,65,Normal,Organised,35,Medium,35,Press,45,Normal,Offside Trap,75.3425925925926,78.0909090909091
467,RC Deportivo de La Coruña,9783.0,2010/2011,56,Balanced,Little,42,Mixed,Organised,57,Normal,69,Lots,61,Normal,Organised,38,Medium,44,Press,69,Wide,Cover,73.225,75.5
468,RC Deportivo de La Coruña,9783.0,2014/2015,56,Balanced,Normal,46,Mixed,Organised,38,Normal,52,Normal,68,Lots,Organised,45,Medium,50,Press,59,Normal,Cover,72.15,73.5
469,RC Deportivo de La Coruña,9783.0,2015/2016,53,Balanced,Normal,47,Mixed,Organised,38,Normal,52,Normal,55,Normal,Organised,45,Medium,50,Press,59,Normal,Offside Trap,75.2,74.33333333333333
470,Real Madrid CF,8633.0,2008/2009,55,Balanced,Little,30,Short,Free Form,70,Risky,60,Normal,70,Lots,Free Form,65,Medium,40,Press,65,Normal,Offside Trap,81.76582278481013,91.0
471,Real Madrid CF,8633.0,2009/2010,55,Balanced,Little,30,Short,Free Form,70,Risky,60,Normal,70,Lots,Free Form,65,Medium,40,Press,65,Normal,Offside Trap,82.67857142857143,90.0
472,Real Madrid CF,8633.0,2010/2011,54,Balanced,Little,39,Mixed,Free Form,67,Risky,60,Normal,67,Lots,Free Form,68,High,55,Press,55,Normal,Cover,83.42,86.0
473,Real Madrid CF,8633.0,2011/2012,45,Balanced,Little,35,Mixed,Free Form,71,Risky,54,Normal,73,Lots,Free Form,49,Medium,60,Press,68,Wide,Cover,84.58,89.0
474,Real Madrid CF,8633.0,2013/2014,50,Balanced,Little,41,Mixed,Organised,68,Risky,54,Normal,72,Lots,Free Form,39,Medium,49,Press,65,Normal,Cover,84.5,84.0
475,Real Madrid CF,8633.0,2014/2015,50,Balanced,Normal,41,Mixed,Organised,68,Risky,54,Normal,69,Lots,Free Form,39,Medium,49,Press,65,Normal,Cover,84.16923076923077,83.42307692307692
476,Real Madrid CF,8633.0,2015/2016,50,Balanced,Normal,46,Mixed,Free Form,61,Normal,41,Normal,63,Normal,Free Form,52,Medium,60,Press,63,Normal,Cover,84.675,82.0
477,CD Numancia,8388.0,2008/2009,55,Balanced,Little,40,Mixed,Organised,50,Normal,55,Normal,55,Normal,Organised,30,Deep,55,Press,55,Normal,Offside Trap,69.875,71.0
478,FC Barcelona,8634.0,2008/2009,42,Balanced,Little,30,Short,Free Form,65,Normal,40,Normal,70,Lots,Free Form,70,High,30,Contain,70,Wide,Offside Trap,83.26829268292683,81.41176470588235
479,FC Barcelona,8634.0,2009/2010,42,Balanced,Little,30,Short,Free Form,65,Normal,40,Normal,70,Lots,Free Form,70,High,30,Contain,70,Wide,Offside Trap,83.70560747663552,84.0
480,FC Barcelona,8634.0,2010/2011,43,Balanced,Little,34,Mixed,Free Form,59,Normal,25,Little,68,Lots,Free Form,67,High,43,Press,68,Wide,Cover,82.85833333333333,84.0
481,FC Barcelona,8634.0,2011/2012,24,Slow,Little,25,Short,Free Form,37,Normal,24,Little,54,Normal,Free Form,66,Medium,63,Press,66,Normal,Cover,85.37142857142857,83.14285714285714
482,FC Barcelona,8634.0,2013/2014,35,Balanced,Little,32,Short,Free Form,37,Normal,31,Little,35,Normal,Free Form,61,Medium,63,Press,65,Normal,Cover,85.7,83.0
483,FC Barcelona,8634.0,2014/2015,35,Balanced,Normal,32,Short,Free Form,37,Normal,31,Little,35,Normal,Free Form,61,Medium,63,Press,65,Normal,Cover,84.02777777777777,82.27777777777777
484,FC Barcelona,8634.0,2015/2016,36,Balanced,Normal,51,Mixed,Free Form,36,Normal,49,Normal,56,Normal,Free Form,61,Medium,65,Press,65,Normal,Cover,85.37647058823529,82.76470588235294
485,Racing Santander,8696.0,2008/2009,45,Balanced,Little,55,Mixed,Organised,70,Risky,70,Lots,65,Normal,Free Form,45,Medium,55,Press,50,Normal,Cover,72.15,79.0
486,Racing Santander,8696.0,2009/2010,45,Balanced,Little,55,Mixed,Organised,70,Risky,70,Lots,65,Normal,Free Form,45,Medium,55,Press,50,Normal,Cover,72.46666666666667,73.66666666666667
487,Racing Santander,8696.0,2010/2011,53,Balanced,Little,56,Mixed,Organised,73,Risky,72,Lots,39,Normal,Organised,47,Medium,37,Press,53,Normal,Cover,73.05,75.0
488,Racing Santander,8696.0,2011/2012,43,Balanced,Little,44,Mixed,Organised,61,Normal,71,Lots,50,Normal,Organised,50,Medium,50,Press,68,Wide,Cover,71.025,76.0
489,Sevilla FC,8302.0,2008/2009,30,Slow,Little,30,Short,Free Form,70,Risky,60,Normal,70,Lots,Free Form,60,Medium,70,Double,65,Normal,Offside Trap,78.28333333333333,80.41666666666667
490,Sevilla FC,8302.0,2009/2010,30,Slow,Little,30,Short,Free Form,70,Risky,60,Normal,70,Lots,Free Form,60,Medium,70,Double,65,Normal,Offside Trap,78.27142857142857,81.28571428571429
491,Sevilla FC,8302.0,2010/2011,68,Fast,Little,58,Mixed,Free Form,68,Risky,67,Lots,71,Lots,Free Form,57,Medium,58,Press,68,Wide,Cover,77.64,77.0
492,Sevilla FC,8302.0,2011/2012,61,Balanced,Little,65,Mixed,Organised,53,Normal,57,Normal,38,Normal,Organised,38,Medium,49,Press,55,Normal,Cover,77.61666666666666,78.0
493,Sevilla FC,8302.0,2014/2015,65,Balanced,Normal,65,Mixed,Organised,53,Normal,57,Normal,38,Normal,Organised,38,Medium,49,Press,55,Normal,Cover,77.54666666666667,71.6
494,Sevilla FC,8302.0,2015/2016,53,Balanced,Normal,53,Mixed,Organised,53,Normal,52,Normal,60,Normal,Organised,42,Medium,48,Press,59,Normal,Cover,78.11666666666666,76.66666666666667
495,Real Sporting de Gijón,9869.0,2008/2009,70,Fast,Little,55,Mixed,Organised,65,Normal,50,Normal,70,Lots,Organised,70,High,70,Double,55,Normal,Cover,66.70833333333333,69.25
496,Real Sporting de Gijón,9869.0,2009/2010,70,Fast,Little,55,Mixed,Organised,65,Normal,50,Normal,70,Lots,Organised,70,High,70,Double,55,Normal,Cover,72.71186440677967,76.0
497,Real Sporting de Gijón,9869.0,2010/2011,68,Fast,Little,53,Mixed,Organised,67,Risky,51,Normal,65,Normal,Organised,58,Medium,51,Press,55,Normal,Cover,73.0,73.0
498,Real Sporting de Gijón,9869.0,2011/2012,51,Balanced,Little,43,Mixed,Organised,68,Risky,61,Normal,44,Normal,Organised,36,Medium,60,Press,39,Normal,Cover,72.38571428571429,73.0
499,Real Sporting de Gijón,9869.0,2015/2016,55,Balanced,Normal,50,Mixed,Organised,62,Normal,59,Normal,38,Normal,Organised,45,Medium,54,Press,41,Normal,Cover,73.11842105263158,76.0
500,Getafe CF,8305.0,2008/2009,30,Slow,Little,35,Mixed,Organised,35,Normal,50,Normal,70,Lots,Free Form,40,Medium,30,Contain,50,Normal,Offside Trap,75.7,79.66666666666667
501,Getafe CF,8305.0,2009/2010,30,Slow,Little,35,Mixed,Organised,35,Normal,50,Normal,70,Lots,Free Form,40,Medium,30,Contain,50,Normal,Offside Trap,75.3076923076923,74.5
502,Getafe CF,8305.0,2010/2011,54,Balanced,Little,45,Mixed,Organised,38,Normal,54,Normal,57,Normal,Organised,59,Medium,39,Press,66,Normal,Cover,75.025,74.0
503,Getafe CF,8305.0,2011/2012,25,Slow,Little,40,Mixed,Organised,58,Normal,42,Normal,52,Normal,Organised,49,Medium,45,Press,47,Normal,Cover,74.16666666666667,75.0
504,Getafe CF,8305.0,2014/2015,35,Balanced,Normal,40,Mixed,Organised,58,Normal,42,Normal,52,Normal,Organised,49,Medium,45,Press,47,Normal,Cover,71.53846153846153,75.92307692307692
505,Getafe CF,8305.0,2015/2016,34,Balanced,Normal,38,Mixed,Organised,55,Normal,39,Normal,49,Normal,Organised,43,Medium,42,Press,49,Normal,Cover,74.09243697478992,77.0
506,Real Betis Balompié,8603.0,2008/2009,45,Balanced,Little,45,Mixed,Organised,30,Safe,50,Normal,55,Normal,Free Form,50,Medium,45,Press,55,Normal,Offside Trap,72.3,73.66666666666667
507,Real Betis Balompié,8603.0,2011/2012,55,Balanced,Little,37,Mixed,Organised,59,Normal,43,Normal,53,Normal,Organised,58,Medium,49,Press,58,Normal,Cover,72.43333333333334,71.66666666666667
508,Real Betis Balompié,8603.0,2015/2016,59,Balanced,Normal,37,Mixed,Organised,59,Normal,43,Normal,53,Normal,Organised,58,Medium,49,Press,58,Normal,Cover,74.51818181818182,77.0
509,RC Recreativo,8479.0,2008/2009,50,Balanced,Little,40,Mixed,Organised,40,Normal,40,Normal,50,Normal,Organised,35,Medium,55,Press,40,Normal,Cover,72.53488372093024,71.0
510,RCD Espanyol,8558.0,2008/2009,55,Balanced,Little,40,Mixed,Organised,70,Risky,55,Normal,70,Lots,Organised,70,High,50,Press,60,Normal,Cover,74.85,81.0
511,RCD Espanyol,8558.0,2009/2010,55,Balanced,Little,40,Mixed,Organised,70,Risky,55,Normal,70,Lots,Organised,70,High,50,Press,60,Normal,Cover,71.34,78.2
512,RCD Espanyol,8558.0,2010/2011,68,Fast,Little,55,Mixed,Organised,72,Risky,70,Lots,54,Normal,Organised,51,Medium,58,Press,56,Normal,Cover,73.5,82.0
513,RCD Espanyol,8558.0,2011/2012,46,Balanced,Little,44,Mixed,Organised,52,Normal,60,Normal,40,Normal,Organised,37,Medium,40,Press,45,Normal,Cover,74.16666666666667,75.5
514,RCD Espanyol,8558.0,2014/2015,50,Balanced,Normal,44,Mixed,Organised,52,Normal,60,Normal,40,Normal,Organised,37,Medium,40,Press,45,Normal,Cover,71.56666666666666,80.0
515,RCD Espanyol,8558.0,2015/2016,50,Balanced,Normal,44,Mixed,Organised,52,Normal,60,Normal,40,Normal,Free Form,37,Medium,40,Press,45,Normal,Cover,74.53333333333333,70.0
516,Real Valladolid,10281.0,2008/2009,55,Balanced,Little,40,Mixed,Organised,45,Normal,30,Little,60,Normal,Organised,30,Deep,65,Press,30,Narrow,Cover,73.05,76.0
517,Real Valladolid,10281.0,2009/2010,55,Balanced,Little,40,Mixed,Organised,45,Normal,30,Little,60,Normal,Organised,30,Deep,65,Press,30,Narrow,Cover,73.03448275862068,71.33333333333333
518,Athletic Club de Bilbao,8315.0,2008/2009,60,Balanced,Little,45,Mixed,Organised,35,Normal,70,Lots,55,Normal,Organised,30,Deep,70,Double,35,Normal,Cover,70.0,76.0
519,Athletic Club de Bilbao,8315.0,2009/2010,60,Balanced,Little,45,Mixed,Organised,35,Normal,70,Lots,55,Normal,Organised,30,Deep,70,Double,35,Normal,Cover,75.47142857142858,79.0
520,Athletic Club de Bilbao,8315.0,2010/2011,70,Fast,Little,69,Long,Organised,55,Normal,72,Lots,57,Normal,Organised,48,Medium,67,Double,55,Normal,Cover,76.05,81.0
521,Athletic Club de Bilbao,8315.0,2011/2012,42,Balanced,Little,59,Mixed,Organised,36,Normal,78,Lots,59,Normal,Organised,37,Medium,60,Press,68,Wide,Cover,74.5,81.0
522,Athletic Club de Bilbao,8315.0,2014/2015,46,Balanced,Normal,38,Mixed,Organised,52,Normal,68,Lots,37,Normal,Organised,37,Medium,60,Press,65,Normal,Cover,77.87,78.0
523,Athletic Club de Bilbao,8315.0,2015/2016,46,Balanced,Normal,39,Mixed,Organised,50,Normal,60,Normal,36,Normal,Free Form,49,Medium,57,Press,50,Normal,Cover,78.925,79.0
524,UD Almería,9865.0,2008/2009,65,Balanced,Little,45,Mixed,Organised,45,Normal,45,Normal,70,Lots,Organised,70,High,65,Press,30,Narrow,Cover,72.2,81.0
525,UD Almería,9865.0,2009/2010,65,Balanced,Little,45,Mixed,Organised,45,Normal,45,Normal,70,Lots,Organised,70,High,65,Press,30,Narrow,Cover,72.53333333333333,80.0
526,UD Almería,9865.0,2010/2011,55,Balanced,Little,53,Mixed,Organised,57,Normal,54,Normal,69,Lots,Organised,58,Medium,68,Double,67,Wide,Cover,73.0,82.0
527,UD Almería,9865.0,2014/2015,46,Balanced,Normal,65,Mixed,Organised,57,Normal,54,Normal,40,Normal,Organised,37,Medium,53,Press,45,Normal,Cover,71.1,73.72727272727273
528,Atlético Madrid,9906.0,2008/2009,64,Balanced,Little,30,Short,Free Form,65,Normal,50,Normal,70,Lots,Free Form,70,High,34,Press,55,Normal,Offside Trap,78.9,79.0
529,Atlético Madrid,9906.0,2009/2010,64,Balanced,Little,30,Short,Free Form,65,Normal,50,Normal,70,Lots,Free Form,70,High,34,Press,55,Normal,Offside Trap,76.92753623188406,73.14285714285714
530,Atlético Madrid,9906.0,2010/2011,57,Balanced,Little,54,Mixed,Organised,58,Normal,69,Lots,79,Lots,Organised,58,Medium,48,Press,54,Normal,Cover,79.36666666666666,80.0
531,Atlético Madrid,9906.0,2011/2012,47,Balanced,Little,51,Mixed,Organised,67,Risky,63,Normal,54,Normal,Organised,52,Medium,37,Press,55,Normal,Cover,78.24,76.0
532,Atlético Madrid,9906.0,2014/2015,47,Balanced,Normal,51,Mixed,Organised,67,Risky,67,Lots,54,Normal,Organised,52,Medium,37,Press,55,Normal,Cover,80.6,79.45454545454545
533,Atlético Madrid,9906.0,2015/2016,57,Balanced,Normal,50,Mixed,Organised,61,Normal,62,Normal,49,Normal,Organised,49,Medium,42,Press,52,Normal,Cover,80.6,82.0
534,Málaga CF,9864.0,2008/2009,60,Balanced,Little,55,Mixed,Organised,40,Normal,45,Normal,70,Lots,Organised,45,Medium,65,Press,45,Normal,Cover,69.71428571428571,64.85714285714286
535,Málaga CF,9864.0,2009/2010,60,Balanced,Little,55,Mixed,Organised,40,Normal,45,Normal,70,Lots,Organised,45,Medium,65,Press,45,Normal,Cover,72.41666666666667,73.0
536,Málaga CF,9864.0,2010/2011,58,Balanced,Little,54,Mixed,Organised,54,Normal,55,Normal,61,Normal,Organised,45,Medium,47,Press,54,Normal,Cover,71.45,68.0
537,Málaga CF,9864.0,2011/2012,41,Balanced,Little,36,Mixed,Organised,72,Risky,69,Lots,50,Normal,Organised,64,Medium,58,Press,42,Normal,Cover,77.32,73.4
538,Málaga CF,9864.0,2014/2015,45,Balanced,Normal,36,Mixed,Organised,69,Risky,69,Lots,50,Normal,Organised,64,Medium,58,Press,42,Normal,Cover,72.44,74.0
539,Málaga CF,9864.0,2015/2016,42,Balanced,Normal,36,Mixed,Organised,41,Normal,40,Normal,50,Normal,Organised,47,Medium,37,Press,52,Normal,Offside Trap,74.93,79.0
540,Xerez Club Deportivo,9868.0,2009/2010,30,Slow,Little,30,Short,Organised,45,Normal,35,Normal,70,Lots,Organised,45,Medium,50,Press,45,Normal,Cover,69.66666666666667,76.0
541,Real Zaragoza,8394.0,2009/2010,30,Slow,Little,30,Short,Free Form,50,Normal,35,Normal,70,Lots,Organised,40,Medium,30,Contain,45,Normal,Offside Trap,73.2,71.25
542,Real Zaragoza,8394.0,2010/2011,43,Balanced,Little,40,Mixed,Organised,46,Normal,38,Normal,42,Normal,Organised,38,Medium,40,Press,53,Normal,Cover,71.35,72.5
543,Real Zaragoza,8394.0,2011/2012,34,Balanced,Little,23,Short,Organised,53,Normal,56,Normal,57,Normal,Organised,51,Medium,46,Press,61,Normal,Cover,71.64,78.0
544,CD Tenerife,9867.0,2009/2010,30,Slow,Little,30,Short,Organised,45,Normal,30,Little,65,Normal,Organised,50,Medium,30,Contain,45,Normal,Cover,70.91891891891892,75.0
545,Hércules Club de Fútbol,10278.0,2010/2011,54,Balanced,Little,55,Mixed,Organised,53,Normal,40,Normal,59,Normal,Organised,48,Medium,58,Press,53,Normal,Cover,73.16666666666667,76.0
546,Levante UD,8581.0,2010/2011,68,Fast,Little,56,Mixed,Organised,69,Risky,55,Normal,58,Normal,Organised,37,Medium,47,Press,54,Normal,Cover,70.89090909090909,72.0
547,Levante UD,8581.0,2011/2012,53,Balanced,Little,63,Mixed,Organised,55,Normal,61,Normal,52,Normal,Organised,47,Medium,52,Press,56,Normal,Cover,73.56666666666666,74.0
548,Levante UD,8581.0,2014/2015,57,Balanced,Normal,63,Mixed,Organised,55,Normal,61,Normal,52,Normal,Organised,47,Medium,52,Press,56,Normal,Cover,72.86666666666666,71.86666666666666
549,Levante UD,8581.0,2015/2016,62,Balanced,Normal,65,Mixed,Organised,71,Risky,42,Normal,65,Normal,Organised,36,Medium,33,Contain,42,Normal,Cover,74.15,73.3
550,Real Sociedad,8560.0,2010/2011,54,Balanced,Little,43,Mixed,Organised,54,Normal,51,Normal,60,Normal,Organised,49,Medium,49,Press,51,Normal,Cover,73.56666666666666,79.0
551,Real Sociedad,8560.0,2011/2012,24,Slow,Little,36,Mixed,Organised,60,Normal,52,Normal,59,Normal,Organised,48,Medium,53,Press,70,Wide,Cover,72.45,78.0
552,Real Sociedad,8560.0,2014/2015,35,Balanced,Normal,36,Mixed,Organised,60,Normal,52,Normal,59,Normal,Organised,48,Medium,53,Press,65,Normal,Cover,75.85333333333334,73.66666666666667
553,Real Sociedad,8560.0,2015/2016,60,Balanced,Normal,50,Mixed,Organised,54,Normal,60,Normal,52,Normal,Organised,49,Medium,53,Press,53,Normal,Cover,75.35833333333333,79.0
554,Granada CF,7878.0,2011/2012,48,Balanced,Little,37,Mixed,Organised,72,Risky,76,Lots,52,Normal,Organised,49,Medium,45,Press,68,Wide,Cover,72.175,74.0
555,Granada CF,7878.0,2014/2015,52,Balanced,Normal,37,Mixed,Organised,67,Risky,68,Lots,52,Normal,Organised,49,Medium,45,Press,64,Normal,Cover,72.32773109243698,71.91666666666667
556,Granada CF,7878.0,2015/2016,57,Balanced,Normal,59,Mixed,Organised,61,Normal,63,Normal,51,Normal,Organised,48,Medium,45,Press,62,Normal,Cover,73.00909090909092,77.0
557,Rayo Vallecano,8370.0,2011/2012,41,Balanced,Little,44,Mixed,Organised,44,Normal,44,Normal,47,Normal,Organised,63,Medium,51,Press,59,Normal,Cover,71.65517241379311,71.0
558,Rayo Vallecano,8370.0,2014/2015,45,Balanced,Normal,44,Mixed,Organised,44,Normal,44,Normal,47,Normal,Organised,63,Medium,51,Press,59,Normal,Cover,73.61320754716981,72.72727272727273
559,Rayo Vallecano,8370.0,2015/2016,29,Slow,Normal,44,Mixed,Organised,44,Normal,44,Normal,47,Normal,Organised,54,Medium,52,Press,63,Normal,Cover,73.1375,70.25
560,RC Celta de Vigo,9910.0,2014/2015,53,Balanced,Normal,62,Mixed,Organised,59,Normal,68,Lots,52,Normal,Organised,42,Medium,52,Press,65,Normal,Cover,73.8062015503876,74.0
561,RC Celta de Vigo,9910.0,2015/2016,55,Balanced,Normal,38,Mixed,Organised,41,Normal,48,Normal,50,Normal,Free Form,55,Medium,55,Press,59,Normal,Cover,76.36153846153846,74.15384615384616
562,Elche CF,10268.0,2014/2015,55,Balanced,Normal,69,Long,Organised,53,Normal,54,Normal,57,Normal,Organised,49,Medium,51,Press,58,Normal,Cover,72.00833333333334,75.0
563,SD Eibar,8372.0,2014/2015,62,Balanced,Normal,52,Mixed,Organised,60,Normal,55,Normal,64,Normal,Organised,37,Medium,56,Press,49,Normal,Cover,70.925,75.0
564,SD Eibar,8372.0,2015/2016,62,Balanced,Normal,52,Mixed,Organised,59,Normal,55,Normal,52,Normal,Organised,37,Medium,56,Press,49,Normal,Cover,72.38333333333334,71.33333333333333
565,Córdoba CF,7869.0,2014/2015,40,Balanced,Normal,53,Mixed,Organised,40,Normal,66,Normal,48,Normal,Organised,36,Medium,41,Press,52,Normal,Cover,69.87692307692308,66.92307692307692
566,UD Las Palmas,8306.0,2015/2016,48,Balanced,Normal,44,Mixed,Organised,53,Normal,42,Normal,53,Normal,Organised,53,Medium,39,Press,57,Normal,Cover,71.37962962962963,73.0909090909091
